date,close
2016-07-01,10466.79377789005
2016-07-05,10403.349021216625
2016-07-06,10448.83298708224
2016-07-07,10435.596442328379
2016-07-08,10581.8442030665
2016-07-11,10628.611733373484
2016-07-12,10699.052884335582
2016-07-13,10713.281429647059
2016-07-14,10791.595944391935
2016-07-15,10797.543392051944
2016-07-18,10807.165000215826
2016-07-19,10822.268237178563
2016-07-20,10843.260836808848
2016-07-21,10797.893040928166
2016-07-22,10829.149600403725
2016-07-25,10783.839889515511
2016-07-26,10772.58620695546
2016-07-27,10771.652291390312
2016-07-28,10762.381471024073
2016-07-29,10748.327180689997
2016-08-01,10732.174997098598
2016-08-02,10679.285764154203
2016-08-03,10703.31017260696
2016-08-04,10701.6188742969
2016-08-05,10813.229756782192
2016-08-08,10804.949798052148
2016-08-09,10807.165000215826
2016-08-10,10785.355793926747
2016-08-11,10854.048700507743
2016-08-12,10832.472973109952
2016-08-15,10867.227160269138
2016-08-16,10818.18634280601
2016-08-17,10830.957068698714
2016-08-18,10844.834826212551
2016-08-19,10818.535991682229
2016-08-22,10805.007883044615
2016-08-23,10815.446097867289
2016-08-24,10777.075835196703
2016-08-25,10757.774533876476
2016-08-26,10726.868762198561
2016-08-29,10789.613082198124
2016-08-30,10761.215215489057
2016-08-31,10730.075964919854
2016-09-01,10740.805743626282
2016-09-02,10783.198676755537
2016-09-06,10810.080639053365
2016-09-07,10803.08310584327
2016-09-08,10776.143058552976
2016-09-09,10546.09915427112
2016-09-12,10685.87442457419
2016-09-13,10535.253205579758
2016-09-14,10516.593117019505
2016-09-15,10620.214465737086
2016-09-16,10568.491488327707
2016-09-19,10566.39131722754
2016-09-20,10572.106424917687
2016-09-21,10667.563984890157
2016-09-22,10725.177463888502
2016-09-23,10648.729641352505
2016-09-26,10551.580783069978
2016-09-27,10629.428340032278
2016-09-28,10694.096298311766
2016-09-29,10579.920564786578
2016-09-30,10676.019337519021
2016-10-03,10644.29809810373
2016-10-04,10594.498758974274
2016-10-05,10660.158717811377
2016-10-06,10652.869620717527
2016-10-07,10636.542043227306
2016-10-10,10688.148850651753
2016-10-11,10571.347903251359
2016-10-12,10580.38638364773
2016-10-13,10553.971379132476
2016-10-14,10577.004925949039
2016-10-17,10546.682282038628
2016-10-18,10590.708428485474
2016-10-19,10614.441273054474
2016-10-20,10590.94190737676
2016-10-21,10581.261075298993
2016-10-24,10626.337307295918
2016-10-25,10595.023801749316
2016-10-26,10612.517634774553
2016-10-27,10595.256141719181
2016-10-28,10590.299555695365
2016-10-31,10579.33743701907
2016-11-01,10517.933627531922
2016-11-02,10472.741225550062
2016-11-03,10455.8886052848
2016-11-04,10431.164899079604
2016-11-07,10647.679555802422
2016-11-08,10690.305967822964
2016-11-09,10840.169804072486
2016-11-10,10967.408966295558
2016-11-11,10990.616768089518
2016-11-14,11002.862451207182
2016-11-15,11034.584829543894
2016-11-16,11002.51280233096
2016-11-17,11023.331146983846
2016-11-18,11002.39663234603
2016-11-21,11054.177694747876
2016-11-22,11093.364564077257
2016-11-23,11127.943357337623
2016-11-25,11168.121088303198
2016-11-28,11136.51601887284
2016-11-29,11150.335691394206
2016-11-30,11151.501946929224
2016-12-01,11191.330029018578
2016-12-02,11178.792782017159
2016-12-05,11205.499350416168
2016-12-06,11226.259610076586
2016-12-07,11399.914375887576
2016-12-08,11437.934989681942
2016-12-09,11520.739132668059
2016-12-12,11543.830764477085
2016-12-13,11610.773148834138
2016-12-14,11541.556338399521
2016-12-15,11576.368610551173
2016-12-16,11571.237769549956
2016-12-19,11594.38748635145
2016-12-20,11647.74367707842
2016-12-21,11628.733939641948
2016-12-22,11615.2639159968
2016-12-23,11623.952747516953
2016-12-27,11630.483322944472
2016-12-28,11565.580746852278
2016-12-29,11557.476182021055
2016-12-30,11524.12059036675
2017-01-03,11593.630103606543
2017-01-04,11628.850109626881
2017-01-05,11603.834839537929
2017-01-06,11641.446580542188
2017-01-09,11596.895391320304
2017-01-10,11578.29338775252
2017-01-11,11635.906866750862
2017-01-12,11598.994423499047
2017-01-13,11595.903390762687
2017-01-17,11561.55807639361
2017-01-18,11548.670041594549
2017-01-19,11506.510587356583
2017-01-20,11561.790416363476
2017-01-23,11545.813626670897
2017-01-24,11611.647840485399
2017-01-25,11702.499602231694
2017-01-26,11721.393169683231
2017-01-27,11717.253190318212
2017-01-30,11645.702729892142
2017-01-31,11583.308058768802
2017-02-01,11598.93633850658
2017-02-02,11595.437571901532
2017-02-03,11704.248985534217
2017-02-06,11693.1114729591
2017-02-07,11715.212243131933
2017-02-08,11694.21964350165
2017-02-09,11763.086805060046
2017-02-10,11819.650198508309
2017-02-13,11902.920160355581
2017-02-14,11956.685223872659
2017-02-15,12019.371458879756
2017-02-16,12023.97839602735
2017-02-17,12026.485162074783
2017-02-21,12095.819281415752
2017-02-22,12114.829018852224
2017-02-23,12135.0642357376
2017-02-24,12141.77020506394
2017-02-27,12150.86677045278
2017-02-28,12136.171267358728
2017-03-01,12313.0924598049
2017-03-02,12247.4325009678
2017-03-03,12249.006490371501
2017-03-06,12219.034634258735
2017-03-07,12201.83236511725
2017-03-08,12161.537325245321
2017-03-09,12162.99514466409
2017-03-10,12189.119724217013
2017-03-13,12176.582477215592
2017-03-14,12150.86677045278
2017-03-15,12216.584814282347
2017-03-16,12207.546333885977
2017-03-17,12195.88377853582
2017-03-20,12190.811022527068
2017-03-21,12052.084698852661
2017-03-22,12048.178198378928
2017-03-23,12045.43681451879
2017-03-24,12010.507233460783
2017-03-27,11983.858750054242
2017-03-28,12071.619479064175
2017-03-29,12047.011942843912
2017-03-30,12087.363928786886
2017-03-31,12049.285230000056
2017-04-03,12041.704569022453
2017-04-04,12064.446551955261
2017-04-05,12040.53831348744
2017-04-06,12049.110975022657
2017-04-07,12045.145250635034
2017-04-10,12046.253421177584
2017-04-11,12042.346920703849
2017-04-12,12007.708903529598
2017-04-13,11926.828398823403
2017-04-17,12033.949653067451
2017-04-18,11967.70656646284
2017-04-19,11898.430532114338
2017-04-20,12000.010933645643
2017-04-21,11981.993196766785
2017-04-24,12108.006879540952
2017-04-25,12243.408691587709
2017-04-26,12231.163008470045
2017-04-27,12234.779083981446
2017-04-28,12210.987015498555
2017-05-01,12195.242565775843
2017-05-02,12216.468644297416
2017-05-03,12221.133666437478
2017-05-04,12217.401420941143
2017-05-05,12249.706927045363
2017-05-08,12252.85604477419
2017-05-09,12231.571881260152
2017-05-10,12212.502919909793
2017-05-11,12198.683247388424
2017-05-12,12185.387478720677
2017-05-15,12235.128732857667
2017-05-16,12233.904392330183
2017-05-17,12016.455820042216
2017-05-18,12049.169060015123
2017-05-19,12131.857033016307
2017-05-22,12184.338532092017
2017-05-23,12209.47111108732
2017-05-24,12252.914129766657
2017-05-25,12294.082722368428
2017-05-26,12292.508732964725
2017-05-30,12262.885386806756
2017-05-31,12250.755873674025
2017-06-01,12329.769686171341
2017-06-02,12365.982831670717
2017-06-05,12352.978626886723
2017-06-06,12325.10466403128
2017-06-07,12346.971955312823
2017-06-08,12352.103935235462
2017-06-09,12404.293870427417
2017-06-12,12383.125876898312
2017-06-13,12437.240589291609
2017-06-14,12464.122551589438
2017-06-15,12455.551028975642
2017-06-16,12469.779574287119
2017-06-19,12554.157706676939
2017-06-20,12518.061870083917
2017-06-21,12484.765502343502
2017-06-22,12477.360235264721
2017-06-23,12475.90241584595
2017-06-26,12484.532023452215
2017-06-27,12426.860459461403
2017-06-28,12510.772772990069
2017-06-29,12413.040786940033
2017-06-30,12449.544357401743
2017-07-03,12525.176712200366
2017-07-05,12524.53436051897
2017-07-06,12432.284003267792
2017-07-07,12487.273407312354
2017-07-10,12483.890810692239
2017-07-11,12484.24045956846
2017-07-12,12555.965174971929
2017-07-13,12568.210858089595
2017-07-14,12617.543239436474
2017-07-17,12612.878217296413
2017-07-18,12580.80619008348
2017-07-19,12619.351846652886
2017-07-20,12602.441141395158
2017-07-21,12583.955307812306
2017-07-24,12544.943832381745
2017-07-25,12603.373918038887
2017-07-26,12660.286960363372
2017-07-27,12710.144384485293
2017-07-28,12729.854558595627
2017-07-31,12765.308043507253
2017-08-01,12807.760200550396
2017-08-02,12838.257099438204
2017-08-03,12844.030292120817
2017-08-04,12882.925597566444
2017-08-07,12897.85344063036
2017-08-08,12878.552139310135
2017-08-09,12857.20875188221
2017-08-10,12737.842953441917
2017-08-11,12746.182136085848
2017-08-14,12825.136724669277
2017-08-15,12828.227757405637
2017-08-16,12843.330994368376
2017-08-17,12683.436677164866
2017-08-18,12639.002796849332
2017-08-21,12656.088896005882
2017-08-22,12770.440023429892
2017-08-23,12719.24094987413
2017-08-24,12702.505638515224
2017-08-25,12720.17372651786
2017-08-28,12717.083832702921
2017-08-29,12750.32211545087
2017-08-30,12766.066565173582
2017-08-31,12798.546326255202
2017-09-01,12821.579873071762
2017-09-05,12684.953720497522
2017-09-06,12716.616874920346
2017-09-07,12703.32224517402
2017-09-08,12710.902906151621
2017-09-11,12862.282646812382
2017-09-12,12898.145004514114
2017-09-13,12921.06124242432
2017-09-14,12947.477385860997
2017-09-15,12985.264520764074
2017-09-18,13022.00157011707
2017-09-19,13045.035116933632
2017-09-20,13069.409174262608
2017-09-21,13038.269923693404
2017-09-22,13032.672124909612
2017-09-25,13001.474789347942
2017-09-26,12994.594565044203
2017-09-27,13027.482059994509
2017-09-28,13051.098734578576
2017-09-29,13065.0357160063
2017-10-02,13153.96270055125
2017-10-03,13203.003518014379
2017-10-04,13214.607988372067
2017-10-05,13280.968383883031
2017-10-06,13279.976383325416
2017-10-09,13272.6292012391
2017-10-10,13313.214666073365
2017-10-11,13337.82334121505
2017-10-12,13319.221337647265
2017-10-13,13337.122904541187
2017-10-16,13386.864158678178
2017-10-17,13410.422748269779
2017-10-18,13503.83936105597
2017-10-19,13506.988478784799
2017-10-20,13603.554209299817
2017-10-23,13571.715660978172
2017-10-24,13669.564955934562
2017-10-25,13604.079252074858
2017-10-26,13645.714802459206
2017-10-27,13665.132273764364
2017-10-30,13615.274849642441
2017-10-31,13631.893991016415
2017-11-01,13665.59923154694
2017-11-02,13713.007974613898
2017-11-03,13726.36068935269
2017-11-06,13731.726148166616
2017-11-07,13736.85698916783
2017-11-08,13740.473064679232
2017-11-09,13681.285596277185
2017-11-10,13658.134740554271
2017-11-13,13668.339476485658
2017-11-14,13650.729473475489
2017-11-15,13570.141671574469
2017-11-16,13679.244649090908
2017-11-17,13620.814563433765
2017-11-20,13662.85898660822
2017-11-21,13756.450993293234
2017-11-22,13718.780028375088
2017-11-24,13737.323946950406
2017-11-27,13750.619715618155
2017-11-28,13899.841200186283
2017-11-29,13960.4864880071
2017-11-30,14153.910651842314
2017-12-01,14130.118583359423
2017-12-04,14164.173472766168
2017-12-05,14100.379067216521
2017-12-06,14077.229350415028
2017-12-07,14118.3979430168
2017-12-08,14187.031625683909
2017-12-11,14220.153738446923
2017-12-12,14289.429772795427
2017-12-13,14336.429643072277
2017-12-14,14291.703059951571
2017-12-15,14375.090330705196
2017-12-18,14457.019782040052
2017-12-19,14435.152490758506
2017-12-20,14418.824913268287
2017-12-21,14451.24772827886
2017-12-22,14434.802841882287
2017-12-26,14430.19590473469
2017-12-27,14446.582706138797
2017-12-28,14483.435925476726
2017-12-29,14414.451455011978
2018-01-02,14475.56370061537
2018-01-03,14533.117955699829
2018-01-04,14621.986855252313
2018-01-05,14750.741921886618
2018-01-08,14743.219345901483
2018-01-09,14803.165335969861
2018-01-10,14793.426418899628
2018-01-11,14913.31726011496
2018-01-12,15046.56195499051
2018-01-16,15040.55642233803
2018-01-17,15228.789382336718
2018-01-18,15171.702085034834
2018-01-19,15203.131760566373
2018-01-22,15286.460946327532
2018-01-23,15284.245744163854
2018-01-24,15308.328237609077
2018-01-25,15390.374997850287
2018-01-26,15520.936393858161
2018-01-29,15417.606609024335
2018-01-30,15206.164708310265
2018-01-31,15248.441471454586
2018-02-01,15270.191453829777
2018-02-02,14882.003754568355
2018-02-05,14196.712457761676
2018-02-06,14527.345901938637
2018-02-07,14515.974910472234
2018-02-08,13913.720096621539
2018-02-09,14106.38573879042
2018-02-12,14345.701602359937
2018-02-13,14368.50167028521
2018-02-14,14516.091080457167
2018-02-15,14695.053220089618
2018-02-16,14706.132647672268
2018-02-20,14557.668545849046
2018-02-21,14460.286208675232
2018-02-22,14556.32689641521
2018-02-23,14758.963795624197
2018-02-26,14991.807168758658
2018-02-27,14817.276572374982
2018-02-28,14595.221062939416
2018-03-01,14350.19123060118
2018-03-02,14308.847244100587
2018-03-05,14505.187046773339
2018-03-06,14510.609451658309
2018-03-07,14462.385240853977
2018-03-08,14517.081942093362
2018-03-09,14773.94972368058
2018-03-12,14682.340579189377
2018-03-13,14582.27608206931
2018-03-14,14437.135352952317
2018-03-15,14504.544695091943
2018-03-16,14546.996852135086
2018-03-19,14351.299401143726
2018-03-20,14419.175701065928
2018-03-21,14392.934951528074
2018-03-22,13970.516968961088
2018-03-23,13722.861922747643
2018-03-26,14113.207878101697
2018-03-27,13912.086883303948
2018-03-28,13906.664478418978
2018-03-29,14055.186665234662
2018-04-02,13787.589104941017
2018-04-03,14014.543115407934
2018-04-04,14149.187544709785
2018-04-05,14289.662112765294
2018-04-06,13955.880689780925
2018-04-09,13982.878822063687
2018-04-10,14232.982549332097
2018-04-11,14105.569132131628
2018-04-12,14276.717131895188
2018-04-13,14205.050501484184
2018-04-16,14329.198630970895
2018-04-17,14453.754494326291
2018-04-18,14431.304075277238
2018-04-19,14382.788300589153
2018-04-20,14264.996491552562
2018-04-23,14256.715393901099
2018-04-24,14009.11957160154
2018-04-25,14043.932982674614
2018-04-26,14183.008955225241
2018-04-27,14176.535325868766
2018-04-30,14090.174331285134
2018-05-01,14052.796069172164
2018-05-02,13951.331837625796
2018-05-03,13954.305561455802
2018-05-04,14148.137459159701
2018-05-07,14203.418427088018
2018-05-08,14205.108586476652
2018-05-09,14311.413234061905
2018-05-10,14426.289404260955
2018-05-11,14479.761764972858
2018-05-14,14519.531762069748
2018-05-15,14406.98810294073
2018-05-16,14443.433588409971
2018-05-17,14411.419646189504
2018-05-18,14412.06085894948
2018-05-21,14585.950242573177
2018-05-22,14481.628457181736
2018-05-23,14512.184579983434
2018-05-24,14468.449997420343
2018-05-25,14434.219714114777
2018-05-29,14205.809023150512
2018-05-30,14384.47959889921
2018-05-31,14237.531401487227
2018-06-01,14365.468722541316
2018-06-04,14469.55702904147
2018-06-05,14461.56863419518
2018-06-06,14663.564320644191
2018-06-07,14718.96145855744
2018-06-08,14762.754126112995
2018-06-11,14766.13672273311
2018-06-12,14765.202807167962
2018-06-13,14695.51903895077
2018-06-14,14680.416940909454
2018-06-15,14630.967250656216
2018-06-18,14570.905090602908
2018-06-19,14403.372027429328
2018-06-20,14378.64832122413
2018-06-21,14264.2960548787
2018-06-22,14333.805568118492
2018-06-25,14142.481575383443
2018-06-26,14160.149663386079
2018-06-27,14063.642017863527
2018-06-28,14121.022017970587
2018-06-29,14153.327524074806
2018-07-02,14174.202814798735
2018-07-03,14096.99760951783
2018-07-05,14203.067639290375
2018-07-06,14261.26424605623
2018-07-09,14447.923216651212
2018-07-10,14531.368572397305
2018-07-11,14403.489336335682
2018-07-12,14534.401520141198
2018-07-13,14589.507094170693
2018-07-16,14615.747843708546
2018-07-17,14648.111434805232
2018-07-18,14694.412007329642
2018-07-19,14615.805928701013
2018-07-20,14612.073683204679
2018-07-23,14604.027203365924
2018-07-24,14719.253022441195
2018-07-25,14819.66716843748
2018-07-26,14885.560606165871
2018-07-27,14841.242895835272
2018-07-30,14757.098242336739
2018-07-31,14820.308381197456
2018-08-01,14772.842692059452
2018-08-02,14768.410009889254
2018-08-03,14847.948865161614
2018-08-06,14871.04049697064
2018-08-07,14944.923468466739
2018-08-08,14918.624633936419
2018-08-09,14875.122391343193
2018-08-10,14760.771263919185
2018-08-13,14687.646814089414
2018-08-14,14753.07443295665
2018-08-15,14672.894364924317
2018-08-16,14903.987215834835
2018-08-17,14968.482058058342
2018-08-20,15020.612769336407
2018-08-21,15057.700606487046
2018-08-22,15005.976490156245
2018-08-23,14961.309130949427
2018-08-24,15039.09860291926
2018-08-27,15190.244864688731
2018-08-28,15198.642132325129
2018-08-29,15233.979447251822
2018-08-30,15153.683209234556
2018-08-31,15140.796313356917
