,date,account_value
0,2016-01-04,10000.0
1,2016-01-05,9963.00867454529
2,2016-01-06,9841.579357070925
3,2016-01-07,9547.844238204958
4,2016-01-08,9454.063602371218
5,2016-01-11,9485.777149124147
6,2016-01-12,9644.756370468142
7,2016-01-13,9378.250846786501
8,2016-01-14,9498.618396682741
9,2016-01-15,9222.86926261902
10,2016-01-19,9206.356586380007
11,2016-01-20,9162.91857902527
12,2016-01-21,9071.518836898806
13,2016-01-22,9388.401840133669
14,2016-01-25,9183.06821815491
15,2016-01-26,9191.23064796448
16,2016-01-27,8802.3698500824
17,2016-01-28,8647.355976028444
18,2016-01-29,8955.26665489197
19,2016-02-01,8971.475070877077
20,2016-02-02,8541.299526138308
21,2016-02-03,8663.896697921755
22,2016-02-04,8864.49187843323
23,2016-02-05,7952.653671188356
24,2016-02-08,7537.872600479128
25,2016-02-09,7858.839126510622
26,2016-02-10,7981.565505905153
27,2016-02-11,8015.546462936403
28,2016-02-12,8065.980285568239
29,2016-02-16,8130.768279953005
30,2016-02-17,8535.210540695192
31,2016-02-18,8317.146602554323
32,2016-02-19,8354.08493034363
33,2016-02-22,8554.66080848694
34,2016-02-23,8397.817813796999
35,2016-02-24,8393.473388595583
36,2016-02-25,9085.470954818727
37,2016-02-26,9118.595340652468
38,2016-02-29,8920.16143791199
39,2016-03-01,9231.753253860476
40,2016-03-02,9277.242191238405
41,2016-03-03,9330.72999183655
42,2016-03-04,9390.843570632936
43,2016-03-07,9309.398105545046
44,2016-03-08,9223.901798171999
45,2016-03-09,9346.022788925173
46,2016-03-10,9314.46008293152
47,2016-03-11,9431.367568893435
48,2016-03-14,9494.60373680115
49,2016-03-15,9491.138545913698
50,2016-03-16,9623.952281875612
51,2016-03-17,9619.55083457947
52,2016-03-18,9616.567245407106
53,2016-03-21,9576.588996810915
54,2016-03-22,9653.891960067751
55,2016-03-23,9535.013915939333
56,2016-03-24,9588.97389595032
57,2016-03-28,9530.001449508669
58,2016-03-29,9622.057052536013
59,2016-03-30,9861.611499710085
60,2016-03-31,9801.926059646608
61,2016-04-01,10011.170459671022
62,2016-04-04,10032.382087631227
63,2016-04-05,9893.463210983278
64,2016-04-06,10018.069587631227
65,2016-04-07,9936.355178756716
66,2016-04-08,9893.171100540163
67,2016-04-11,9833.853515548708
68,2016-04-12,9877.434383316042
69,2016-04-13,10079.12379829407
70,2016-04-14,10099.564472122194
71,2016-04-15,10063.207137985231
72,2016-04-18,10103.360896987917
73,2016-04-19,9984.39670555115
74,2016-04-20,9985.176628036501
75,2016-04-21,10057.564556045534
76,2016-04-22,9984.73449699402
77,2016-04-25,9973.54092781067
78,2016-04-26,9927.451660079958
79,2016-04-27,9727.629550857546
80,2016-04-28,9627.794086380007
81,2016-04-29,9642.670112533571
82,2016-05-02,9783.014999313356
83,2016-05-03,9587.551540298464
84,2016-05-04,9475.30899421692
85,2016-05-05,9449.002021713259
