Date,Capital
2016-01-04,10000.0
2016-01-05,9992.478758693702
2016-01-06,9857.463403165166
2016-01-07,9657.075458654257
2016-01-08,9576.673316254508
2016-01-11,9613.533702418168
2016-01-12,9720.549810652756
2016-01-13,9500.093106229915
2016-01-14,9668.015708841749
2016-01-15,9342.356481382209
2016-01-19,9364.23968346114
2016-01-20,9250.052328565705
2016-01-21,9286.392519541449
2016-01-22,9429.406444729953
2016-01-25,9301.638590517374
2016-01-26,9452.592822302138
2016-01-27,9319.442628957526
2016-01-28,9356.129795090023
2016-01-29,9628.685129098194
2016-02-01,9633.006401009006
2016-02-02,9439.248151066273
2016-02-03,9526.72178784694
2016-02-04,9522.0105873403
2016-02-05,9390.63364906989
2016-02-08,9285.453294818779
2016-02-09,9289.034884132358
2016-02-10,9278.990046644829
2016-02-11,9154.51855931298
2016-02-12,9326.751322453361
2016-02-16,9433.976063345079
2016-02-17,9582.290081205423
2016-02-18,9557.419708533433
2016-02-19,9557.455670848736
2016-02-22,9674.823192361986
2016-02-23,9569.052357338518
2016-02-24,9586.019141321634
2016-02-25,9704.616184052766
2016-02-26,9662.62362398859
2016-02-29,9586.232096623571
2016-03-01,9818.39611702519
2016-03-02,9851.031406005242
2016-03-03,9855.431536330501
2016-03-04,9878.699934511927
2016-03-07,9922.547854906636
2016-03-08,9884.230026763988
2016-03-09,9907.759437874149
2016-03-10,9927.381529925377
2016-03-11,10039.976594809828
2016-03-14,10051.548694457539
2016-03-15,10047.6627249171
2016-03-16,10097.568144391696
2016-03-17,10170.826512093408
2016-03-18,10236.417384959574
2016-03-21,10272.08227095751
2016-03-22,10265.135514628808
2016-03-23,10194.966019150783
2016-03-24,10220.29431438834
2016-03-28,10207.691045013531
2016-03-29,10279.3257297792
2016-03-30,10319.470943075963
2016-03-31,10300.379982865808
2016-04-01,10377.649531094856
2016-04-04,10368.341943100828
2016-04-05,10293.526604169772
2016-04-06,10390.379768007257
2016-04-07,10279.136561209065
2016-04-08,10303.097297677607
2016-04-11,10255.822270767047
2016-04-12,10353.777062035104
2016-04-13,10443.557149438282
2016-04-14,10464.918473384172
2016-04-15,10449.678423866328
2016-04-18,10522.277996077142
2016-04-19,10570.45511252299
2016-04-20,10565.841150984681
2016-04-21,10485.145643288985
2016-04-22,10505.453075536816
2016-04-25,10481.36345134569
2016-04-26,10493.6537354097
2016-04-27,10531.483581621429
2016-04-28,10420.649604482456
2016-04-29,10369.92441257948
2016-05-02,10445.060136152251
2016-05-03,10348.233314122814
2016-05-04,10303.313809354642
2016-05-05,10301.651602161302
2016-05-06,10334.581208184167
2016-05-09,10336.40792529377
2016-05-10,10454.292414879328
2016-05-11,10336.731290400638
