,date,account_value
0,2016-01-04,10000.0
1,2016-01-05,10048.629644378663
2,2016-01-06,9924.97291181946
3,2016-01-07,9702.31140135193
4,2016-01-08,9569.972682937623
5,2016-01-11,9654.794488891603
6,2016-01-12,9798.967464431764
7,2016-01-13,9568.546846374513
8,2016-01-14,9672.010349258424
9,2016-01-15,9449.289621337892
10,2016-01-19,9487.058584198
11,2016-01-20,9472.995922073365
12,2016-01-21,9525.158147796632
13,2016-01-22,9654.116266235353
14,2016-01-25,9540.018379196168
15,2016-01-26,9567.324525817872
16,2016-01-27,9434.901302322389
17,2016-01-28,9262.74643133545
18,2016-01-29,9842.484899505616
19,2016-02-01,9849.40400694275
20,2016-02-02,9707.957902893068
21,2016-02-03,9773.963487609864
22,2016-02-04,9742.739374145509
23,2016-02-05,9480.108785614015
24,2016-02-08,9082.810085281373
25,2016-02-09,9163.17023085022
26,2016-02-10,9373.152341827394
27,2016-02-11,9163.151908859254
28,2016-02-12,9376.53956793213
29,2016-02-16,9521.46500013733
30,2016-02-17,9698.901672348024
31,2016-02-18,9603.1652374115
32,2016-02-19,9636.134248718263
33,2016-02-22,9867.6010627594
34,2016-02-23,9777.950363143922
35,2016-02-24,9727.013771041871
36,2016-02-25,9885.797521575929
37,2016-02-26,9837.76716230774
38,2016-02-29,9751.920042022706
39,2016-03-01,10027.828906997682
40,2016-03-02,9986.038837417604
41,2016-03-03,9962.450168594361
42,2016-03-04,9961.366378768922
43,2016-03-07,9774.340267166139
44,2016-03-08,9646.607246383668
45,2016-03-09,9650.86900518799
46,2016-03-10,9631.151643737794
47,2016-03-11,9837.665843948365
48,2016-03-14,9827.347457870485
49,2016-03-15,9858.71108053589
50,2016-03-16,9903.844259246827
51,2016-03-17,9967.875177368165
52,2016-03-18,10081.39531515503
53,2016-03-21,10080.926164611818
54,2016-03-22,10035.196983322145
55,2016-03-23,10167.812107070924
56,2016-03-24,10160.567821487428
57,2016-03-28,10162.728893264772
58,2016-03-29,10308.486446365358
59,2016-03-30,10438.021190628053
60,2016-03-31,10390.636154159547
61,2016-04-01,10520.694467529298
62,2016-04-04,10533.334264739991
63,2016-04-05,10392.415653213502
64,2016-04-06,10534.107784255983
65,2016-04-07,10445.854433044435
66,2016-04-08,10459.836265548707
67,2016-04-11,10455.691320404054
68,2016-04-12,10533.709928497316
69,2016-04-13,10670.041582092286
70,2016-04-14,10734.140298828126
71,2016-04-15,10694.24520300293
72,2016-04-18,10835.155517562867
73,2016-04-19,10833.546310409547
74,2016-04-20,10954.245323165895
75,2016-04-21,10896.458425506593
76,2016-04-22,10765.34605406189
77,2016-04-25,10664.808864578248
78,2016-04-26,10712.709793075563
79,2016-04-27,10698.289022430421
80,2016-04-28,10577.61318586731
81,2016-04-29,10526.246950134278
82,2016-05-02,10652.009523376466
83,2016-05-03,10540.64778517151
84,2016-05-04,10518.674032196046
85,2016-05-05,10552.834302886964
86,2016-05-06,10580.329547866822
87,2016-05-09,10642.937644943238
88,2016-05-10,10757.69468687439
89,2016-05-11,10520.88096044922
90,2016-05-12,10553.496620162965
91,2016-05-13,10435.026805862428
92,2016-05-16,10567.472022994996
93,2016-05-17,10445.417118057252
94,2016-05-18,10529.355766281129
95,2016-05-19,10464.739820465089
96,2016-05-20,10562.669401153566
97,2016-05-23,10506.72340010071
98,2016-05-24,10765.480854019166
99,2016-05-25,10755.504293426515
100,2016-05-26,10739.377275451661
101,2016-05-27,10826.645742401124
102,2016-05-31,10750.19447897339
103,2016-06-01,10797.20612715149
104,2016-06-02,10902.778543457032
105,2016-06-03,10921.172508224488
106,2016-06-06,11009.910848602296
107,2016-06-07,10986.51809690857
108,2016-06-08,11169.662649139405
109,2016-06-09,11139.544040664674
110,2016-06-10,11002.057992919923
111,2016-06-13,10804.935852035524
112,2016-06-14,10815.804056152345
113,2016-06-15,10778.10464857483
114,2016-06-16,10829.211669906617
115,2016-06-17,10676.044610961915
116,2016-06-20,10729.34132574463
117,2016-06-21,10720.58128164673
118,2016-06-22,10637.49774359131
119,2016-06-23,10830.324781402589
120,2016-06-24,10481.672334655763
121,2016-06-27,10314.599691375734
122,2016-06-28,10526.566892608644
123,2016-06-29,10720.656955703736
124,2016-06-30,10493.338169082643
125,2016-07-01,10514.612049087526
126,2016-07-05,10549.405818923951
127,2016-07-06,10511.46788786316
128,2016-07-07,10516.016120895387
129,2016-07-08,10708.963077529908
130,2016-07-11,10695.510532363893
131,2016-07-12,10775.636960968019
132,2016-07-13,10812.860227569581
133,2016-07-14,10862.374959930421
134,2016-07-15,10889.4425811615
135,2016-07-18,10876.578592285157
136,2016-07-19,10960.104944213868
137,2016-07-20,11031.322252258302
138,2016-07-21,10973.437480911256
139,2016-07-22,11099.490735992433
140,2016-07-25,10959.580345138551
141,2016-07-26,10915.962610229493
142,2016-07-27,10920.721088394166
143,2016-07-28,11009.888385757447
144,2016-07-29,10912.254880889894
145,2016-08-01,10940.131849273683
146,2016-08-02,10933.432836517335
147,2016-08-03,10967.544736846925
148,2016-08-04,11036.700084671022
149,2016-08-05,11106.536939605714
150,2016-08-08,11067.861236557008
151,2016-08-09,11070.900251373292
152,2016-08-10,11043.590360626222
153,2016-08-11,11096.021408065797
154,2016-08-12,11092.638622268678
155,2016-08-15,11146.931524261476
156,2016-08-16,11124.327398284913
157,2016-08-17,11155.727630599977
158,2016-08-18,11112.613414749147
159,2016-08-19,11128.556850418092
160,2016-08-22,11185.6988601532
161,2016-08-23,11159.106599792482
162,2016-08-24,11058.548582061769
163,2016-08-25,10999.028293594361
164,2016-08-26,11006.190616592408
165,2016-08-29,11050.451852783204
166,2016-08-30,11069.10785864258
167,2016-08-31,11023.580495819093
168,2016-09-01,11054.26705168152
169,2016-09-02,11142.171522125245
170,2016-09-06,11177.078023895265
171,2016-09-07,11236.131275161744
172,2016-09-08,11220.742076858522
173,2016-09-09,11019.874423965455
174,2016-09-12,11222.914913162233
175,2016-09-13,11082.293367370607
176,2016-09-14,11038.794963821412
177,2016-09-15,11135.877893432618
178,2016-09-16,11211.049715026857
179,2016-09-19,11233.370643600465
180,2016-09-20,11225.404170974733
181,2016-09-21,11355.186677917482
182,2016-09-22,11396.257610305787
183,2016-09-23,11304.90957258606
184,2016-09-26,11216.273736938478
185,2016-09-27,11275.661703094484
186,2016-09-28,11343.666463836671
187,2016-09-29,11192.495952590943
188,2016-09-30,11307.792072280885
189,2016-10-03,11286.140249237062
190,2016-10-04,11265.850479110719
191,2016-10-05,11311.212162002565
192,2016-10-06,11284.853702529908
193,2016-10-07,11243.851604446412
194,2016-10-10,11301.709232315065
195,2016-10-11,11117.971059783937
196,2016-10-12,11146.707321151735
197,2016-10-13,11088.324108108522
198,2016-10-14,11137.081584915162
199,2016-10-17,11113.631292327882
200,2016-10-18,11284.783683761598
201,2016-10-19,11425.56986997986
202,2016-10-20,11413.103467926026
203,2016-10-21,11406.027156814576
204,2016-10-24,11467.72952268982
205,2016-10-25,11337.26384352112
206,2016-10-26,11272.284646972657
207,2016-10-27,11281.142536148072
208,2016-10-28,11270.804710372926
209,2016-10-31,11322.204797729493
210,2016-11-01,11190.816467269899
211,2016-11-02,11080.945003494264
212,2016-11-03,11059.337772354127
213,2016-11-04,11028.599311813356
214,2016-11-07,11336.215629562379
215,2016-11-08,11395.175508483888
216,2016-11-09,11405.04079626465
217,2016-11-10,11376.952341064454
218,2016-11-11,11385.111618026735
219,2016-11-14,11194.1487064209
220,2016-11-15,11211.335273727418
221,2016-11-16,11353.918022140504
222,2016-11-17,11430.517667755128
223,2016-11-18,11374.580905899049
224,2016-11-21,11481.28068159485
225,2016-11-22,11358.53877256775
226,2016-11-23,11355.24498175049
227,2016-11-25,11390.991481765748
228,2016-11-28,11273.80096624756
229,2016-11-29,11413.83628843689
230,2016-11-30,11272.271930679322
231,2016-12-01,11155.879226669313
232,2016-12-02,11178.492593750001
233,2016-12-05,11254.12638471985
234,2016-12-06,11227.68040274048
235,2016-12-07,11488.495838150026
236,2016-12-08,11483.935478195192
237,2016-12-09,11490.562831863404
238,2016-12-12,11414.003780349733
239,2016-12-13,11506.83299635315
240,2016-12-14,11483.544818862916
241,2016-12-15,11537.535585388185
242,2016-12-16,11509.071388229371
243,2016-12-19,11426.741415008546
244,2016-12-20,11452.824510559083
245,2016-12-21,11425.525165542604
246,2016-12-22,11408.573234542848
247,2016-12-23,11467.894124969484
248,2016-12-27,11477.60194204712
249,2016-12-28,11443.396686538697
250,2016-12-29,11436.475858673097
251,2016-12-30,11382.269243225099
252,2017-01-03,11557.896554931642
253,2017-01-04,11631.074441894532
254,2017-01-05,11727.42226980591
255,2017-01-06,11840.118024810792
256,2017-01-09,11785.273349746705
257,2017-01-10,11734.311742767335
258,2017-01-11,11788.752288803102
259,2017-01-12,11759.129775985719
260,2017-01-13,11726.326959594728
261,2017-01-17,11707.274103149415
262,2017-01-18,11667.372203811647
263,2017-01-19,11704.131534561158
264,2017-01-20,11713.692026123048
265,2017-01-23,11753.280759796144
266,2017-01-24,11889.451152786256
267,2017-01-25,11973.563920959474
268,2017-01-26,11947.555686935426
269,2017-01-27,12003.95107649231
270,2017-01-30,11975.209953292848
271,2017-01-31,11881.010866149903
272,2017-02-01,11871.898336395265
273,2017-02-02,11810.84654234314
274,2017-02-03,12198.456245407106
275,2017-02-06,12141.670459732057
276,2017-02-07,12137.6822585907
277,2017-02-08,12066.643897994996
278,2017-02-09,12116.757440551759
279,2017-02-10,12154.767513259889
280,2017-02-13,12236.823974594117
281,2017-02-14,12304.172960266114
282,2017-02-15,12414.300508483888
283,2017-02-16,12386.206422790528
284,2017-02-17,12243.708976730348
285,2017-02-21,12359.966848358155
286,2017-02-22,12348.60177420044
287,2017-02-23,12434.366657241822
288,2017-02-24,12469.51970098877
289,2017-02-27,12485.204757675172
290,2017-02-28,12479.489103302003
291,2017-03-01,12642.9939899292
292,2017-03-02,12583.465635284425
293,2017-03-03,12630.242429718019
294,2017-03-06,12656.685579284669
295,2017-03-07,12658.415281280519
296,2017-03-08,12654.503889068605
297,2017-03-09,12671.211324676515
298,2017-03-10,12778.858171447755
299,2017-03-13,12820.809255584718
300,2017-03-14,12739.063669189454
301,2017-03-15,12841.465276702882
302,2017-03-16,12841.20847128296
303,2017-03-17,12820.901193603517
304,2017-03-20,12678.299787506105
305,2017-03-21,12563.585714324952
306,2017-03-22,12591.456956848146
307,2017-03-23,12581.136293395997
308,2017-03-24,12605.478334411622
309,2017-03-27,12572.799646362306
310,2017-03-28,12608.11601828003
311,2017-03-29,12567.071748718263
312,2017-03-30,12588.80988119507
313,2017-03-31,12551.337305053712
314,2017-04-03,12636.9024715271
315,2017-04-04,12566.545129760743
316,2017-04-05,12600.060190185548
317,2017-04-06,12604.973337158204
318,2017-04-07,12588.147508605958
319,2017-04-10,12586.322027191163
320,2017-04-11,12593.592733367921
321,2017-04-12,12570.7737064209
322,2017-04-13,12574.029840454103
323,2017-04-17,12718.444936737062
324,2017-04-18,12745.24428366089
325,2017-04-19,12763.223039611818
326,2017-04-20,12953.52381704712
327,2017-04-21,12944.164113983155
328,2017-04-24,13040.041124328614
329,2017-04-25,13107.026430114747
330,2017-04-26,13087.471090301515
331,2017-04-27,13072.61353491211
332,2017-04-28,13042.417280181886
333,2017-05-01,13039.80971334839
334,2017-05-02,13151.24746511841
335,2017-05-03,13102.345521911622
336,2017-05-04,13155.71872518921
337,2017-05-05,13108.114267333985
338,2017-05-08,13100.67257498169
339,2017-05-09,13079.110277160646
340,2017-05-10,13106.497564300538
341,2017-05-11,13090.760930999757
342,2017-05-12,13114.403074249269
343,2017-05-15,13155.197652801515
344,2017-05-16,13063.859117492677
345,2017-05-17,12963.57720755005
346,2017-05-18,13022.852827056886
347,2017-05-19,13124.616712554933
348,2017-05-22,13256.007360443116
349,2017-05-23,13321.343996032716
350,2017-05-24,13421.210168823243
351,2017-05-25,13503.681291564943
352,2017-05-26,13454.72931097412
353,2017-05-30,13437.206014617921
354,2017-05-31,13451.204946502687
355,2017-06-01,13575.497961029052
356,2017-06-02,13643.13027761841
357,2017-06-05,13680.556566223146
358,2017-06-06,13643.529344543458
359,2017-06-07,13731.069959625247
360,2017-06-08,13693.697572692874
361,2017-06-09,13540.250921234132
362,2017-06-12,13383.781625732423
363,2017-06-13,13579.390562042237
364,2017-06-14,13634.14934729004
365,2017-06-15,13493.616025909425
366,2017-06-16,13523.929059967042
367,2017-06-19,13618.443223937991
368,2017-06-20,13585.057249053956
369,2017-06-21,13641.20895956421
370,2017-06-22,13623.613965972901
371,2017-06-23,13748.94379232788
372,2017-06-26,13711.188302978517
373,2017-06-27,13667.269483551026
374,2017-06-28,13822.114389404298
375,2017-06-29,13637.831411346437
376,2017-06-30,13580.369264587403
377,2017-07-03,13569.397287353517
378,2017-07-05,13672.096345886232
379,2017-07-06,13566.790105804444
380,2017-07-07,13656.362478240968
381,2017-07-10,13743.642496093751
382,2017-07-11,13749.742097839357
383,2017-07-12,13841.695169433597
384,2017-07-13,13789.403829559327
385,2017-07-14,13919.402746185304
386,2017-07-17,13896.410585388183
387,2017-07-18,13980.61017416382
388,2017-07-19,14102.572027191161
389,2017-07-20,14145.914537414552
390,2017-07-21,14295.358274444581
391,2017-07-24,14347.54681204224
392,2017-07-25,14299.267286285401
393,2017-07-26,14390.346242889405
394,2017-07-27,14222.36290548706
395,2017-07-28,14236.60719869995
396,2017-07-31,14291.909540161132
397,2017-08-01,14427.912981018068
398,2017-08-02,14487.771085723878
399,2017-08-03,14464.97665975952
400,2017-08-04,14496.58464239502
401,2017-08-07,14552.097322448732
402,2017-08-08,14535.258562072755
403,2017-08-09,14504.102071746827
404,2017-08-10,14305.621297821046
405,2017-08-11,14374.624917968751
406,2017-08-14,14562.495225891113
407,2017-08-15,14655.082822784425
408,2017-08-16,14718.891748413087
409,2017-08-17,14580.636148437501
410,2017-08-18,14567.792680725097
411,2017-08-21,14665.570917114259
412,2017-08-22,14815.617460235599
413,2017-08-23,14716.82257650757
414,2017-08-24,14733.051065429689
415,2017-08-25,14736.043237670901
416,2017-08-28,14795.614603027347
417,2017-08-29,14835.385744079591
418,2017-08-30,14810.72048376465
419,2017-08-31,14865.129083618165
420,2017-09-01,14922.496492370608
421,2017-09-05,14825.899614318849
422,2017-09-06,14819.246126159669
423,2017-09-07,14964.700948699952
424,2017-09-08,14941.235429748536
425,2017-09-11,15151.997751220704
426,2017-09-12,15105.429845794679
427,2017-09-13,15089.990449890138
428,2017-09-14,15098.791891082765
429,2017-09-15,15035.542867645265
430,2017-09-18,14990.45950125122
431,2017-09-19,14958.539297088626
432,2017-09-20,14942.939699157714
433,2017-09-21,14961.543870910647
434,2017-09-22,14931.2485942688
435,2017-09-25,14655.861265167236
436,2017-09-26,14672.292680725099
437,2017-09-27,14807.84813497925
438,2017-09-28,14913.55829046631
439,2017-09-29,14970.828611358644
440,2017-10-02,15029.232210144042
441,2017-10-03,15073.187345489503
442,2017-10-04,15091.856870635987
443,2017-10-05,15117.647382720948
444,2017-10-06,15168.542116149903
445,2017-10-09,15151.99167822266
446,2017-10-10,15140.70652960205
447,2017-10-11,15263.495473846437
448,2017-10-12,15173.885782226564
449,2017-10-13,15216.942708953857
450,2017-10-16,15199.932607635497
451,2017-10-17,15391.528841003419
452,2017-10-18,15449.408391937253
453,2017-10-19,15324.810155853273
454,2017-10-20,15480.497201904298
455,2017-10-23,15466.696851715087
456,2017-10-24,15579.43458746338
457,2017-10-25,15668.190183624269
458,2017-10-26,15737.445821746827
459,2017-10-27,15815.445192321778
460,2017-10-30,15768.571180328372
461,2017-10-31,15783.889245971679
462,2017-11-01,15870.786420806886
463,2017-11-02,15901.266790374755
464,2017-11-03,15982.476446136474
465,2017-11-06,16018.017229064943
466,2017-11-07,16048.781045898439
467,2017-11-08,16037.820436462403
468,2017-11-09,16025.639894470216
469,2017-11-10,15988.469503387452
470,2017-11-13,15981.61552999878
471,2017-11-14,16013.089513763429
472,2017-11-15,15801.017473205568
473,2017-11-16,15925.541288360595
474,2017-11-17,15779.699483856202
475,2017-11-20,15800.794370635987
476,2017-11-21,16003.648969635009
477,2017-11-22,15909.477712615968
478,2017-11-24,16051.782442077638
479,2017-11-27,16088.215269073487
480,2017-11-28,16274.531244262695
481,2017-11-29,16104.291410430913
482,2017-11-30,16516.78369711304
483,2017-12-01,16303.540342315675
484,2017-12-04,15853.455766662599
485,2017-12-05,15930.832777008058
486,2017-12-06,16038.331678375243
487,2017-12-07,16202.98686026001
488,2017-12-08,16411.48110006714
489,2017-12-11,16361.90025518799
490,2017-12-12,16459.37377355957
491,2017-12-13,16491.247377380372
492,2017-12-14,16376.88970755005
493,2017-12-15,16477.85152243042
494,2017-12-18,16473.594232543946
495,2017-12-19,16322.152311309816
496,2017-12-20,16328.621755584718
497,2017-12-21,16339.503648742679
498,2017-12-22,16324.462343200685
499,2017-12-26,16342.290967926026
500,2017-12-27,16461.52750204468
501,2017-12-28,16551.619890197755
502,2017-12-29,16462.196088775636
503,2018-01-02,16527.321638092042
504,2018-01-03,16694.315004333497
505,2018-01-04,16759.849664672853
506,2018-01-05,17133.388559326173
507,2018-01-08,17080.833578094484
508,2018-01-09,17086.533105834962
509,2018-01-10,17032.369947418214
510,2018-01-11,17144.689489349366
511,2018-01-12,17249.740133270265
512,2018-01-16,17384.00478933716
513,2018-01-17,17674.530759796144
514,2018-01-18,17900.39285848999
515,2018-01-19,17865.555238708497
516,2018-01-22,18026.911577209474
517,2018-01-23,18098.574075683595
518,2018-01-24,18079.37595175171
519,2018-01-25,18151.15180395508
520,2018-01-26,18338.469411834718
521,2018-01-29,18169.244844421388
522,2018-01-30,17778.237394317628
523,2018-01-31,17846.856248840333
524,2018-02-01,17951.29053305054
525,2018-02-02,17404.91776464844
526,2018-02-05,16664.28634451294
527,2018-02-06,17149.06219671631
528,2018-02-07,17133.393735870362
529,2018-02-08,16344.277448638917
530,2018-02-09,16692.536741241456
531,2018-02-12,17017.785222991944
532,2018-02-13,17030.217946990968
533,2018-02-14,17322.121526702886
534,2018-02-15,17414.637910827638
535,2018-02-16,17456.25262640381
536,2018-02-20,17404.281640991212
537,2018-02-21,17214.182874664308
538,2018-02-22,17258.333772644044
539,2018-02-23,17580.447568878175
540,2018-02-26,17837.66950796509
541,2018-02-27,17681.996618255616
542,2018-02-28,17482.804868682862
543,2018-03-01,17195.361062988282
544,2018-03-02,17249.590272888185
545,2018-03-05,17435.623071655275
546,2018-03-06,17302.147634490968
547,2018-03-07,17404.776052459718
548,2018-03-08,17396.26249121094
549,2018-03-09,17634.64704702759
550,2018-03-12,17542.883718475343
551,2018-03-13,17546.237440093995
552,2018-03-14,17447.42094229126
553,2018-03-15,17629.340745910646
554,2018-03-16,17696.584985717775
555,2018-03-19,17499.04960058594
556,2018-03-20,17705.593606933595
557,2018-03-21,17443.55367086792
558,2018-03-22,16942.93167303467
559,2018-03-23,16588.23504827881
560,2018-03-26,17102.44602774048
561,2018-03-27,16762.16007803345
562,2018-03-28,16735.72854421997
563,2018-03-29,16876.975568756105
564,2018-04-02,16838.061853393556
565,2018-04-03,17100.053205474855
566,2018-04-04,17264.264158233644
567,2018-04-05,17404.239099487306
568,2018-04-06,16940.356752380372
569,2018-04-09,17014.968130096437
570,2018-04-10,17302.396898254396
571,2018-04-11,17090.093187316896
572,2018-04-12,17272.80081747437
573,2018-04-13,17243.163473114015
574,2018-04-16,17502.427984222413
575,2018-04-17,17892.49379537964
576,2018-04-18,17904.287748321534
577,2018-04-19,17837.150613769532
578,2018-04-20,17841.126783355714
579,2018-04-23,17848.10107992554
580,2018-04-24,17537.770799621583
581,2018-04-25,17549.09406088257
582,2018-04-26,18166.789690002443
583,2018-04-27,18141.83072088623
584,2018-04-30,18132.118310913087
585,2018-05-01,18204.821340545655
586,2018-05-02,18013.54333303833
587,2018-05-03,18107.732721313478
588,2018-05-04,18247.187829956056
589,2018-05-07,18300.531324371335
590,2018-05-08,18318.735826477052
591,2018-05-09,18339.266195281984
592,2018-05-10,18467.29357336426
593,2018-05-11,18659.72363470459
594,2018-05-14,18715.944097503663
595,2018-05-15,18620.331666931153
596,2018-05-16,18655.801172241212
597,2018-05-17,18614.130758270265
598,2018-05-18,18655.78213308716
599,2018-05-21,18807.559747680665
600,2018-05-22,18744.564142211915
601,2018-05-23,18834.656648620607
602,2018-05-24,18797.492971405034
603,2018-05-25,18794.08786581421
604,2018-05-29,18571.571008666993
605,2018-05-30,18731.93119619751
606,2018-05-31,18654.114934906007
607,2018-06-01,18713.239976867677
608,2018-06-04,18959.326589569093
609,2018-06-05,19001.8994045105
610,2018-06-06,19369.111139282228
611,2018-06-07,19142.15533255005
612,2018-06-08,19270.743734344484
613,2018-06-11,19267.834493621827
614,2018-06-12,19354.620531066896
615,2018-06-13,19292.262674316407
616,2018-06-14,19411.3116512146
617,2018-06-15,19459.196924194337
618,2018-06-18,19537.402685150148
619,2018-06-19,19385.474050506593
620,2018-06-20,19417.986829742433
621,2018-06-21,19301.3225345459
622,2018-06-22,19440.196088775636
623,2018-06-25,18924.278219207765
624,2018-06-26,19057.391851409913
625,2018-06-27,18869.98116873169
626,2018-06-28,18954.310205444337
627,2018-06-29,18937.27311895752
628,2018-07-02,18996.033678039552
629,2018-07-03,18881.62002371216
630,2018-07-05,19147.13815878296
631,2018-07-06,19231.30851553345
632,2018-07-09,19442.369459136964
633,2018-07-10,19601.723196014405
634,2018-07-11,19718.04454992676
635,2018-07-12,19923.841291412355
636,2018-07-13,19943.86506842041
637,2018-07-16,19808.325529083253
