,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2016-01-04,AAPL,25.65250015258789,26.342500686645508,25.5,23.97747802734375,270597600.0,0.0,-0.6019111674953805,27.278192942778425,23.123897511323136,40.59271506621144,-128.04421163078965,46.71223492130515,25.735217730204266,26.013902378082275,20.700000762939453,32.447890699351454
0,2016-01-04,BA,141.3800048828125,141.6999969482422,139.42999267578125,126.00509643554688,5719500.0,0.0,-0.4104023266054639,134.39786109395308,125.1681842856856,46.77466047219941,-168.09658378337463,17.581051829963265,130.6378537495931,129.63153292338055,20.700000762939453,32.447890699351454
0,2016-01-04,CRM,77.13999938964844,77.20999908447266,75.63999938964844,76.70999908447266,4919200.0,0.0,-0.2205551912496304,81.56347910392464,75.58452123176872,48.18026638855777,-139.8763037596923,24.192295047531157,79.20566685994466,78.38183314005533,20.700000762939453,32.447890699351454
0,2016-01-04,UNH,116.91000366210938,116.91000366210938,114.52999877929688,103.60556030273438,4991000.0,0.0,0.6077927139055248,106.86625866870946,101.94170947093896,49.71481776746024,-9.674088600617289,11.849521943486453,103.27225697835289,103.6418898264567,20.700000762939453,32.447890699351454
0,2016-01-04,V,76.05999755859375,76.37999725341797,75.01000213623047,71.62217712402344,13476800.0,0.0,-0.2232527504289123,76.27612676965164,71.52856301916673,47.17182479385052,-200.07995942131973,29.95880893634802,74.36879119873046,73.67221247355143,20.700000762939453,32.447890699351454
1,2016-01-05,AAPL,26.4375,26.462499618530277,25.602500915527344,23.376617431640625,223164000.0,1.0,-0.6552877260437242,27.0446245543657,22.98602558448928,38.1488251363363,-124.74152547227604,43.135546331970666,25.61330089569092,25.98991632461548,19.34000015258789,45.32182064784941
1,2016-01-05,BA,140.99000549316406,141.6999969482422,139.77000427246094,126.51632690429688,3357000.0,1.0,-0.6017469424597266,133.99373895030774,124.9059627403661,47.38517521392996,-142.61236399751442,17.581051829963265,130.39361648559571,129.67464714050294,19.34000015258789,45.32182064784941
1,2016-01-05,CRM,77.06999969482422,77.97000122070312,76.66999816894531,77.05000305175781,2656800.0,1.0,-0.297125892027708,80.86431919851901,75.7746815033853,48.883620390655565,-96.36093845430162,16.75475045483918,79.0860003153483,78.4144999186198,19.34000015258789,45.32182064784941
1,2016-01-05,UNH,116.72000122070312,117.88999938964844,116.20999908447266,103.80126953125,2816800.0,1.0,0.4895769138726535,106.82777203684658,101.88589602345614,49.98016454538519,21.633303989596357,5.700165602230098,103.46577377319336,103.65818824768068,19.34000015258789,45.32182064784941
1,2016-01-05,V,76.25,76.51000213623047,75.54000091552734,72.1614761352539,8972700.0,1.0,-0.3236806396796368,75.97056488444704,71.44337401936156,48.29594228183917,-156.14657030531734,28.488068079263968,74.24642512003581,73.71167526245117,19.34000015258789,45.32182064784941
2,2016-01-06,AAPL,25.13999938964844,25.592500686645508,24.967500686645508,22.91914939880371,273829600.0,2.0,-0.7261324770866153,26.84272248750601,22.787810540142917,36.42177504639023,-149.92197990084946,50.02699407235149,25.47219009399414,25.948409589131675,20.59000015258789,22.026897955861514
2,2016-01-06,BA,138.8300018310547,139.35000610351562,137.25999450683594,124.50736236572266,4254100.0,2.0,-0.9050625796966189,133.72455604104582,124.31238701315344,45.27408777670809,-191.69007344180005,25.78779551917165,130.07763061523437,129.67447344462076,20.59000015258789,22.026897955861514
2,2016-01-06,CRM,75.72000122070312,77.33000183105469,75.62999725341797,76.29000091552734,3484400.0,2.0,-0.4143580827978042,80.54281119928935,75.6571895636501,47.39605831676936,-127.13921308754703,23.459872904078697,78.9293337504069,78.43183326721191,20.59000015258789,22.026897955861514
2,2016-01-06,UNH,115.77999877929688,116.6500015258789,114.5,102.74259948730467,2677300.0,2.0,0.3069261620350403,106.85383036590422,101.82247044586336,48.546638685832434,-41.03221136914837,14.471062325891909,103.5549092610677,103.60974680582682,20.59000015258789,22.026897955861514
2,2016-01-06,V,75.0,75.8499984741211,74.8499984741211,71.21532440185547,16092000.0,2.0,-0.4741512821878757,75.9018612465925,71.10713152074148,46.5001548968578,-185.18138351856632,32.802636195141,74.0912592569987,73.73411026000977,20.59000015258789,22.026897955861514
3,2016-01-07,AAPL,24.670000076293945,25.03249931335449,24.107500076293945,21.951852798461918,324377600.0,3.0,-0.8505258714969237,26.72500632208118,22.409817667786985,33.14007131178275,-178.06004681566384,57.4861342167361,25.31059538523356,25.89274549484253,24.989999771118164,63.208801509244665
