time/episodes,time/time_elapsed,train/n_updates,train/actor_loss,train/critic_loss,train/reward,train/learning_rate,time/total_timesteps,time/fps
4,62,4530,15.012045658029468,2.9778727218706087,-0.01574386,0.001,6040,96
8,146,10570,8.346765913552796,0.6235289908637176,-0.01574386,0.001,12080,82
