,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2009-01-02,AAPL,3.067142963409424,3.2514290809631348,3.041429042816162,2.747390031814575,746015200.0,4.0,0.0,2.969345125828542,2.641385999049388,100.0,66.66666666666683,100.0,2.747390031814575,2.747390031814575,39.18999862670898,0.0
0,2009-01-02,BA,42.79999923706055,45.560001373291016,42.77999877929688,33.94109344482422,7010200.0,4.0,0.0,2.969345125828542,2.641385999049388,100.0,66.66666666666683,100.0,33.94109344482422,33.94109344482422,39.18999862670898,0.0
0,2009-01-02,CRM,8.024999618530273,8.550000190734863,7.912499904632568,8.505000114440918,4069200.0,4.0,0.0,2.969345125828542,2.641385999049388,100.0,66.66666666666683,100.0,8.505000114440918,8.505000114440918,39.18999862670898,0.0
0,2009-01-02,UNH,26.700000762939453,27.71999931335449,26.540000915527344,22.44268035888672,4885900.0,4.0,0.0,2.969345125828542,2.641385999049388,100.0,66.66666666666683,100.0,22.44268035888672,22.44268035888672,39.18999862670898,0.0
0,2009-01-02,V,13.229999542236328,13.427499771118164,13.0600004196167,12.007590293884276,13199200.0,4.0,0.0,2.969345125828542,2.641385999049388,100.0,66.66666666666683,100.0,12.007590293884276,12.007590293884276,39.18999862670898,0.0
1,2009-01-05,AAPL,3.327500104904175,3.434999942779541,3.311070919036865,2.8633410930633545,1181608400.0,0.0,0.0026014661177606,2.969345125828542,2.641385999049388,100.0,66.66666666666683,100.0,2.805365562438965,2.805365562438965,39.08000183105469,0.0
1,2009-01-05,BA,45.5,46.810001373291016,44.79999923706055,34.63116836547852,6917400.0,0.0,0.0154824501428905,35.26204421699421,33.31021759330852,100.0,66.66666666666703,100.0,34.28613090515137,34.28613090515137,39.08000183105469,0.0
1,2009-01-05,CRM,8.382499694824219,8.585000038146973,8.2524995803833,8.337499618530273,7444800.0,0.0,-0.0037580239467143,8.658131339506648,8.184368393464544,0.0,66.66666666666497,100.0,8.421249866485596,8.421249866485596,39.08000183105469,0.0
1,2009-01-05,UNH,27.399999618530277,27.670000076293945,26.559999465942383,22.07662582397461,8518900.0,0.0,-0.0082127620012322,22.777332379271545,21.741973803589783,0.0,-66.66666666666846,100.0,22.259653091430664,22.259653091430664,39.08000183105469,0.0
1,2009-01-05,V,13.25,13.824999809265137,13.25,12.092974662780762,16600000.0,0.0,0.0019156749431896,12.171034210840595,11.929530745824444,100.0,66.66666666666667,100.0,12.05028247833252,12.05028247833252,39.08000183105469,0.0
2,2009-01-06,AAPL,3.426785945892334,3.4703569412231445,3.299643039703369,2.816112995147705,1289310400.0,1.0,0.0018502437004204,2.925561325491618,2.692334754525472,70.35536034579053,46.86568868379015,100.0,2.808948040008545,2.808948040008545,38.560001373291016,0.0
2,2009-01-06,BA,46.84999847412109,47.0,45.5,34.73617935180664,7180300.0,1.0,0.0229840989471128,35.30001135775076,33.57228275032216,100.0,66.74131899278439,100.0,34.43614705403646,34.43614705403646,38.560001373291016,0.0
2,2009-01-06,CRM,8.532500267028809,8.807499885559082,8.28499984741211,8.649999618530273,5938800.0,1.0,0.0049021378746125,8.810269691078185,8.18472987658946,65.87030055803879,100.0000000000006,100.0,8.497499783833822,8.497499783833822,38.560001373291016,0.0
2,2009-01-06,UNH,27.11000061035156,27.3700008392334,25.809999465942383,21.556032180786133,7423000.0,1.0,-0.0266082666393607,22.91623891273316,21.133986663031816,0.0,-100.00000000000136,100.0,22.025112787882488,22.025112787882488,38.560001373291016,0.0
2,2009-01-06,V,13.625,14.494999885559082,13.625,12.94455909729004,32506400.0,1.0,0.0288485324719669,13.38452045242312,11.312228916880269,100.0,100.0,100.0,12.348374684651692,12.348374684651692,38.560001373291016,0.0
3,2009-01-07,AAPL,3.2789289951324463,3.3035709857940674,3.2235710620880127,2.755261182785034,753048800.0,2.0,-0.0007338032653843,2.90483346578346,2.6862191856218742,50.42916866472953,-29.676952017387155,43.60783406186805,2.7955263257026672,2.7955263257026672,43.38999938964844,0.0
3,2009-01-07,BA,45.09999847412109,45.61000061035156,44.16999816894531,33.57355499267578,6586200.0,2.0,-0.0161433956946623,35.334757875087995,33.10624020230458,39.09682440687765,-48.43382944609774,2.2427488493480348,34.22049903869629,34.22049903869629,43.38999938964844,0.0
3,2009-01-07,CRM,8.4375,8.487500190734863,7.934999942779541,8.0,5647600.0,2.0,-0.0147471783667754,8.932340995992956,7.813908679757776,27.249012636737064,-114.23901384655562,18.89101801821161,8.373124837875366,8.373124837875366,43.38999938964844,0.0
3,2009-01-07,UNH,26.709999084472656,27.07999992370605,26.040000915527344,21.393346786499023,8228400.0,2.0,-0.0401964959042651,22.830775006620165,20.90356756845308,0.0,-74.56344866256357,100.0,21.86717128753662,21.86717128753662,43.38999938964844,0.0
3,2009-01-07,V,14.172499656677246,14.487500190734863,13.9975004196167,12.663697242736816,28441600.0,2.0,0.0302507094859834,13.330067633914114,11.524343014431834,76.27549564213092,69.13217061233645,100.0,12.427205324172974,12.427205324172974,43.38999938964844,0.0
4,2009-01-08,AAPL,3.2296431064605717,3.3267860412597656,3.2157139778137207,2.806425094604492,673500800.0,3.0,-8.65575282529285e-05,2.892869437375353,2.702542721590712,60.22698161452056,-9.098888053217156,48.35791753620477,2.7977060794830324,2.7977060794830324,42.560001373291016,0.0
4,2009-01-08,BA,44.5,44.900001525878906,43.880001068115234,33.596065521240234,5477000.0,3.0,-0.0361690861738779,35.21056226234789,32.98066240806226,39.83080348667505,-65.59798967437474,12.650738941848294,34.095612335205075,34.095612335205075,42.560001373291016,0.0
4,2009-01-08,CRM,8.072500228881836,8.25,7.862500190734863,8.227499961853027,4781200.0,3.0,-0.016061110622596,8.845504914727272,7.842494810614525,39.98876908068433,-89.60328545418626,28.325460721107497,8.343999862670898,8.343999862670898,42.560001373291016,0.0
