train/critic_loss,time/total_timesteps,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,train/n_updates,train/reward,time/episodes
0.01573758182109685,6040,63,94,0.001,1.9326782517875267,4530,-0.035006378,4
0.006209190268630766,12080,55,217,0.001,1.1690460580468967,10570,-0.035006378,8
0.003493923019611628,18120,53,340,0.001,0.6810151227262636,16610,-0.035006378,12
0.0013095205347130802,24160,52,462,0.001,0.4119272213503225,22650,-0.035006378,16
0.004424794571376282,30200,51,586,0.001,0.245593383883601,28690,-0.035006378,20
0.00049148366080338,36240,51,707,0.001,0.13889875411987304,34730,-0.035006378,24
0.0003467557889649133,42280,50,829,0.001,0.06565728515636374,40770,-0.035006378,28
0.0002654351788516687,48320,50,952,0.001,0.013120109757172585,46810,-0.035006378,32
