Date,Capital
2016-01-04,10000.0
2016-01-05,10009.032397199979
2016-01-06,9855.693676553765
2016-01-07,9654.957443470677
2016-01-08,9561.545583718385
2016-01-11,9584.690738152178
2016-01-12,9672.225927330797
2016-01-13,9458.401424633965
2016-01-14,9619.65791949599
2016-01-15,9403.092473813722
2016-01-19,9416.58295583335
2016-01-20,9305.657783671782
2016-01-21,9330.372072362214
2016-01-22,9395.648224951892
2016-01-25,9275.510176084254
2016-01-26,9394.905219161288
2016-01-27,9235.248513366942
2016-01-28,9200.512291211544
2016-01-29,9464.031257130093
2016-02-01,9481.352198315479
2016-02-02,9246.121052383305
2016-02-03,9338.346932960869
2016-02-04,9376.853225724664
2016-02-05,9041.34345734577
2016-02-08,8793.190255950427
2016-02-09,8923.679621446776
2016-02-10,8947.94225248113
2016-02-11,8856.314812832425
2016-02-12,8983.4438935742
2016-02-16,9081.309407095845
2016-02-17,9286.456071210203
2016-02-18,9232.325737748439
2016-02-19,9244.109752545157
2016-02-22,9372.343035734755
2016-02-23,9266.638055330031
2016-02-24,9269.86401928739
2016-02-25,9515.055732352082
2016-02-26,9483.334738654285
2016-02-29,9378.853728077253
2016-03-01,9624.620901550237
2016-03-02,9658.057300082777
2016-03-03,9684.269248851497
2016-03-04,9701.885704603174
2016-03-07,9731.033212082944
2016-03-08,9688.319102460817
2016-03-09,9726.741184973193
2016-03-10,9711.03385964948
2016-03-11,9838.027540785268
2016-03-14,9846.200127890907
2016-03-15,9850.092064173054
2016-03-16,9910.950131996025
2016-03-17,9995.08661116228
2016-03-18,10059.534153991572
2016-03-21,10080.865673716655
2016-03-22,10066.814555444531
2016-03-23,10004.9337835667
2016-03-24,10019.143315842099
2016-03-28,10006.034462353138
2016-03-29,10062.984819230911
2016-03-30,10107.634273675496
2016-03-31,10116.659859801097
2016-04-01,10187.501204881568
2016-04-04,10157.927265099039
2016-04-05,10056.05714704709
2016-04-06,10129.815844330766
2016-04-07,10006.30168573787
2016-04-08,10033.325516724699
2016-04-11,10007.085947869602
2016-04-12,10097.595091262167
2016-04-13,10204.91761309586
2016-04-14,10221.91216631307
2016-04-15,10212.80252901338
2016-04-18,10276.228397107903
2016-04-19,10302.395269919338
2016-04-20,10330.492096942991
2016-04-21,10196.063512832965
2016-04-22,10172.908343448438
2016-04-25,10158.769057248364
2016-04-26,10173.696988402662
2016-04-27,10204.199282225543
2016-04-28,10088.832856592648
2016-04-29,10042.977702056352
2016-05-02,10126.302806858472
2016-05-03,10020.635534461962
2016-05-04,9956.33095548864
2016-05-05,9945.62638509025
2016-05-06,9971.376128329877
2016-05-09,9998.620803742879
2016-05-10,10129.44591951518
2016-05-11,10016.289585608321
2016-05-12,10016.773584414983
2016-05-13,9958.33297169668
2016-05-16,10046.601658448435
2016-05-17,9942.160575032978
2016-05-18,9965.815126014742
2016-05-19,10016.659266240362
2016-05-20,10077.01191554229
2016-05-23,10056.119335684838
2016-05-24,10202.459045488706
2016-05-25,10297.64022401582
2016-05-26,10287.078530039771
2016-05-27,10326.439950016438
2016-05-31,10309.532547096958
2016-06-01,10311.54591651216
2016-06-02,10350.516370129022
2016-06-03,10313.238479465517
2016-06-06,10370.866405390634
2016-06-07,10381.750712172945
2016-06-08,10412.802130008065
2016-06-09,10390.134120396542
2016-06-10,10345.791710819241
2016-06-13,10261.155029849397
2016-06-14,10216.922727785417
2016-06-15,10191.102457289893
2016-06-16,10247.859509742599
2016-06-17,10203.57100010336
2016-06-20,10261.287626574698
2016-06-21,10293.353091669376
2016-06-22,10265.904638959459
2016-06-23,10411.87674602983
2016-06-24,10032.82449999869
2016-06-27,9847.659772045201
2016-06-28,9997.366702689702
2016-06-29,10190.29546682507
2016-06-30,10315.830385101202
2016-07-01,10328.447405471183
2016-07-05,10277.42040233978
2016-07-06,10319.677469301318
2016-07-07,10303.37565190558
2016-07-08,10466.168391221609
2016-07-11,10507.583785702034
2016-07-12,10574.029768434782
2016-07-13,10577.204673205919
2016-07-14,10653.219199613362
2016-07-15,10648.927953807153
2016-07-18,10641.94090882328
2016-07-19,10644.900847021177
2016-07-20,10679.66016586562
2016-07-21,10619.372186727154
2016-07-22,10670.146167952971
2016-07-25,10650.061173436658
2016-07-26,10643.692384763912
2016-07-27,10632.196672018335
2016-07-28,10630.179835554856
2016-07-29,10622.789288258742
2016-08-01,10611.97016884744
2016-08-02,10569.489754837421
2016-08-03,10598.154821859238
2016-08-04,10601.07116224874
2016-08-05,10765.923328284216
2016-08-08,10741.542035242765
2016-08-09,10735.3004612361
