date,account_value
2017-01-12,11633.228968381884
2017-01-13,11672.733141660692
2017-01-17,11587.990757703783
2017-01-18,11635.60107111931
2017-01-19,11685.357550382616
2017-01-20,11724.228871107103
2017-01-23,11600.460398435594
2017-01-24,11798.929302930834
2017-01-25,12298.167261838915
2017-01-26,12427.089028120043
2017-01-27,12323.089234113695
2017-01-30,12167.000149488451
2017-01-31,12009.461792707445
2017-02-01,12051.467022657396
2017-02-02,11926.168961286547
2017-02-03,11936.55164408684
2017-02-06,12052.558233976366
2017-02-07,12237.420758008959
2017-02-08,12143.72209620476
2017-02-09,12178.664488554003
2017-02-10,12322.647398710253
2017-02-13,12455.89576983452
2017-02-14,12491.021647214891
2017-02-15,12550.236654996874
2017-02-16,12661.747481107714
2017-02-17,12802.194679975511
2017-02-21,13012.967774152758
2017-02-22,12998.28604578972
2017-02-23,13108.964598417284
2017-02-24,13151.84129214287
2017-02-27,13298.913130521776
2017-02-28,13358.027683973314
2017-03-01,13630.541001081468
2017-03-02,13562.380486249926
2017-03-03,13502.735050916674
2017-03-06,13410.28795695305
2017-03-07,13490.854912519457
2017-03-08,13470.047978162767
2017-03-09,13383.540421247484
2017-03-10,13245.502796888353
2017-03-13,13271.372391462328
2017-03-14,13247.684555768968
2017-03-15,13246.548973798754
2017-03-16,13208.18762278557
2017-03-17,13349.127335309984
2017-03-20,13297.01952815056
2017-03-21,13043.250561475756
2017-03-22,13118.97209620476
2017-03-23,13139.537060499193
2017-03-24,13033.095986127855
2017-03-27,13053.83509898186
2017-03-28,13147.598202466967
2017-03-29,13167.620671033861
2017-03-30,13193.433064222338
2017-03-31,13110.630680799486
2017-04-03,13095.125950574877
2017-04-04,13246.818363904955
2017-04-05,13126.965389966967
2017-04-06,13148.303227186205
2017-04-07,13257.565869092943
2017-04-10,13162.226120710375
2017-04-11,13236.480858564379
2017-04-12,13050.356587171556
2017-04-13,13018.41545557976
2017-04-17,13269.77014231682
2017-04-18,13183.191357374193
2017-04-19,13223.699352979662
2017-04-20,13290.596901655199
2017-04-21,13370.343109846117
2017-04-24,13494.77096629143
2017-04-25,13602.095932722093
2017-04-26,13468.924740552904
2017-04-27,13580.501053571703
2017-04-28,13699.404721021654
2017-05-01,13519.839287519457
2017-05-02,13597.62332224846
2017-05-03,13593.823487043383
2017-05-04,13570.059674024584
2017-05-05,13713.942776441576
2017-05-08,13789.503727674486
2017-05-09,13855.48127436638
2017-05-10,13683.352852582933
2017-05-11,13740.238888502123
2017-05-12,13689.379376173021
2017-05-15,13625.267998456957
2017-05-16,13648.286232709886
2017-05-17,13355.258324384691
2017-05-18,13253.070080518724
2017-05-19,13503.309742689135
2017-05-22,13720.15111231804
2017-05-23,13706.705609083177
2017-05-24,13837.611393690111
2017-05-25,13973.216862440111
2017-05-26,13937.422859907152
2017-05-30,13959.026440382006
2017-05-31,14014.640675306322
2017-06-01,13991.665810346605
2017-06-02,14208.816773176195
2017-06-05,14113.179398298265
2017-06-06,13949.532150983812
2017-06-07,14050.241089582445
2017-06-08,14186.37558436394
2017-06-09,14192.409035444261
2017-06-12,14189.342457532885
2017-06-13,14270.756645917894
2017-06-14,14366.449223279955
2017-06-15,14594.773220777513
2017-06-16,14667.996502637863
2017-06-19,14865.472660779957
2017-06-20,14809.328018903734
2017-06-21,14872.06344294548
2017-06-22,14892.105496168135
2017-06-23,15099.944016218187
2017-06-26,14932.348034620287
2017-06-27,14850.715573072435
2017-06-28,14905.55094599724
2017-06-29,14744.254662275314
2017-06-30,14765.922753095627
2017-07-03,14828.329552412033
2017-07-05,15068.164551496508
2017-07-06,15043.282116651535
2017-07-07,15109.874768018724
2017-07-10,15228.440197706223
2017-07-11,15400.50711131096
2017-07-12,15413.212361097338
2017-07-13,15398.051647901537
2017-07-14,15568.074974775318
2017-07-17,15604.672531843187
2017-07-18,15548.21942973137
2017-07-19,15744.959954023363
2017-07-20,15700.136273145677
2017-07-21,15838.579594373707
2017-07-24,15841.985291242601
2017-07-25,15862.981140851976
2017-07-26,17425.642212629315
2017-07-27,17986.982109785076
2017-07-28,18006.83297038078
2017-07-31,18095.23678278923
2017-08-01,17870.739578962326
2017-08-02,17761.48538661003
2017-08-03,17783.450287580486
2017-08-04,17743.44472956657
2017-08-07,17931.597767591476
2017-08-08,17877.556729078293
2017-08-09,17595.471607923508
2017-08-10,17487.187096357346
2017-08-11,17637.466324567795
2017-08-14,17808.009125471115
2017-08-15,17959.682911634445
2017-08-16,17841.21423411369
2017-08-17,17690.719551801685
2017-08-18,17704.115223646164
2017-08-21,17697.304871320724
2017-08-22,18002.688759565353
2017-08-23,17878.43167567253
2017-08-24,17926.939041852955
2017-08-25,17713.656517744064
2017-08-28,17810.635254621502
2017-08-29,18058.841545820233
2017-08-30,18056.697041273117
2017-08-31,17996.94559931755
2017-09-01,18047.1303794384
2017-09-05,17797.30087351799
2017-09-06,17619.035897016525
2017-09-07,17745.43755793571
2017-09-08,17929.781426191326
2017-09-11,18065.995232343674
2017-09-12,18065.09708094597
2017-09-13,18165.904232740402
2017-09-14,18412.69882273674
2017-09-15,18695.389569044113
2017-09-18,19000.630444288254
2017-09-19,18954.21567606926
2017-09-20,19178.24173426628
2017-09-21,19221.043801069256
2017-09-22,19251.39314341545
2017-09-25,19091.574307203293
2017-09-26,19045.754296064377
2017-09-27,19164.330231428146
2017-09-28,19088.47448039055
2017-09-29,19084.17964625359
2017-10-02,19217.397419691086
2017-10-03,19177.86719584465
2017-10-04,19200.095097303394
2017-10-05,19434.93522334099
2017-10-06,19411.694744825363
2017-10-09,19397.596508741375
2017-10-10,19587.81528162956
2017-10-11,19626.15928721428
2017-10-12,19661.226288557056
2017-10-13,19573.844181776047
2017-10-16,19500.391323804855
2017-10-17,19415.9105193615
2017-10-18,19522.080342054367
2017-10-19,19446.30412364006
2017-10-20,19873.954491376877
2017-10-23,19691.96779704094
2017-10-24,19967.75868296623
2017-10-25,19399.97892832756
2017-10-26,19463.86435008049
2017-10-27,19254.768120527267
2017-10-30,19464.562641859055
2017-10-31,19370.0044028759
2017-11-01,19408.436215162277
2017-11-02,19717.995995283127
2017-11-03,19653.12845301628
2017-11-06,19827.272934675217
2017-11-07,19981.669167280197
2017-11-08,19940.06981730461
2017-11-09,19830.821175336838
2017-11-10,19691.40221095085
2017-11-13,19809.437775373455
2017-11-14,19759.12641596794
2017-11-15,19841.401345014576
2017-11-16,19905.128548383713
2017-11-17,19796.486305952076
2017-11-20,19974.87719035149
2017-11-21,20153.29707026482
2017-11-22,20015.200081586838
2017-11-24,20070.16225886345
2017-11-27,20047.36902689934
2017-11-28,20228.568974256512
2017-11-29,20326.34370493889
2017-11-30,20891.555802106857
2017-12-01,20483.311718702316
2017-12-04,20979.152996778488
2017-12-05,20796.169697523117
2017-12-06,21001.55625987053
2017-12-07,21280.1860435009
2017-12-08,21576.074162244797
2017-12-11,21370.56902384758
2017-12-12,21880.78510737419
2017-12-13,22023.96030497551
2017-12-14,22177.536549329758
2017-12-15,22182.465851545334
2017-12-18,22348.673092603683
2017-12-19,22431.79487681389
2017-12-20,22480.69099497795
2017-12-21,22264.773533582687
2017-12-22,22270.041325330734
2017-12-26,22288.565708875656
2017-12-27,22308.1492125988
2017-12-28,22363.22131419182
2017-12-29,22254.371124982834
2018-01-02,22400.386864423752
2018-01-03,22472.658192396164
2018-01-04,22387.774307966232
2018-01-05,23304.478966474533
2018-01-08,23402.94993662834
2018-01-09,24026.31182551384
2018-01-10,24164.079827070233
2018-01-11,24756.068901777267
2018-01-12,25365.55960536003
2018-01-16,25286.29620051384
2018-01-17,26480.272782087326
2018-01-18,25663.453297376633
2018-01-19,25480.32112956047
2018-01-22,25500.304589033127
2018-01-23,25318.868153333664
2018-01-24,25250.445885419846
2018-01-25,25883.62009882927
2018-01-26,25891.998467206955
2018-01-29,25710.477596998215
2018-01-30,25476.098038434982
2018-01-31,26730.476441144943
2018-02-01,26924.047463178635
2018-02-02,26317.779232740402
2018-02-05,24808.842087507248
2018-02-06,25716.08189845085
2018-02-07,26258.073254346848
2018-02-08,24989.759037733078
2018-02-09,25230.045288801193
2018-02-12,26061.510823011395
2018-02-13,26013.477432966232
2018-02-14,26142.0557410717
2018-02-15,27021.780163526535
2018-02-16,26914.21320796013
2018-02-20,26786.216461896896
2018-02-21,26711.884442090988
2018-02-22,26980.808930158615
2018-02-23,27037.509098768234
2018-02-26,27554.31838297844
2018-02-27,27641.949112653732
2018-02-28,27458.030655622482
2018-03-01,26510.05190730095
2018-03-02,26130.54219508171
2018-03-05,26741.99674296379
2018-03-06,26452.196419477463
2018-03-07,26309.56711268425
2018-03-08,26437.881973981857
2018-03-09,26876.66444849968
2018-03-12,26095.52763056755
2018-03-13,25677.47881770134
2018-03-14,25040.836331129074
2018-03-15,25019.696865797043
2018-03-16,25056.619564771652
2018-03-19,25153.578751325607
2018-03-20,25597.674301862717
2018-03-21,25556.636471509933
2018-03-22,24232.797577619553
2018-03-23,24337.039658308026
2018-03-26,24941.89043498039
2018-03-27,24346.92371058464
2018-03-28,24263.25832438469
2018-03-29,24858.239117383957
2018-04-02,24446.39592051506
2018-04-03,25080.8173224926
2018-04-04,24825.85627436638
2018-04-05,25504.037235975266
2018-04-06,24725.22333216667
2018-04-09,24450.221524000168
2018-04-10,25385.35716319084
2018-04-11,24820.001957654953
2018-04-12,25586.067566633224
2018-04-13,24965.811218976974
2018-04-16,25154.45678782463
2018-04-17,25529.538674116135
2018-04-18,25853.257397413254
2018-04-19,25824.82767176628
2018-04-20,25674.096333265305
2018-04-23,25686.84449839592
2018-04-24,24946.36546397209
2018-04-25,25990.612736463547
2018-04-26,25985.4561355114
2018-04-27,25840.496468305588
2018-04-30,25287.37944483757
2018-05-01,24984.14046549797
2018-05-02,24581.142262220383
2018-05-03,25073.000935316086
2018-05-04,25357.604622602463
2018-05-07,25811.873787641525
2018-05-08,25656.225907087326
2018-05-09,26120.31951212883
2018-05-10,26218.28323435783
2018-05-11,26095.69638133049
2018-05-14,26257.545391798016
2018-05-15,26069.32970881462
2018-05-16,25982.303795576096
2018-05-17,26223.05365824699
2018-05-18,26761.98079752922
2018-05-21,27727.18843150139
2018-05-22,27050.35686564445
2018-05-23,27369.2320830822
2018-05-24,27353.214733839035
2018-05-25,27436.19631266594
2018-05-29,26857.406544446945
2018-05-30,27291.473706007004
2018-05-31,26832.83283686638
2018-06-01,27180.355396986008
2018-06-04,27485.636940717697
2018-06-05,27438.085228681564
2018-06-06,28309.609974622726
2018-06-07,28079.10154414177
2018-06-08,28152.436066389084
2018-06-11,28261.816994428635
2018-06-12,28237.731682538986
2018-06-13,27722.59671473503
2018-06-14,27613.88704752922
2018-06-15,27268.221737623215
2018-06-18,27029.445202589035
2018-06-19,25993.116390943527
2018-06-20,26112.682133436203
2018-06-21,25729.9781768322
2018-06-22,25824.89396739006
2018-06-25,25238.00941157341
2018-06-26,25246.149460554123
2018-06-27,25133.5544860363
2018-06-28,25501.122048139572
2018-06-29,25566.417240858078
2018-07-02,25610.251034498215
2018-07-03,25369.964493513107
2018-07-05,25389.322182416916
2018-07-06,25500.953587293625
2018-07-09,26055.108307600018
2018-07-10,26453.479386091232
2018-07-11,25954.097237348557
2018-07-12,26367.722168684006
2018-07-13,26729.72348856926
2018-07-16,27133.37252497673
2018-07-17,27192.809044599533
2018-07-18,27447.274067640305
2018-07-19,27075.055229902267
2018-07-20,27042.25631403923
2018-07-23,26918.35786128044
2018-07-24,27298.86451792717
2018-07-25,27120.617592573166
2018-07-26,27378.99182963371
2018-07-27,27479.34930872917
2018-07-30,26749.91624522209
2018-07-31,27148.43025279045
2018-08-01,26881.93773341179
2018-08-02,26652.954296827316
2018-08-03,26555.007855176926
2018-08-06,26413.080628156662
2018-08-07,26731.205292463303
2018-08-08,26504.648873090744
2018-08-09,26325.46947169304
2018-08-10,25995.993824720383
2018-08-13,25916.079853773117
2018-08-14,25975.892269849777
2018-08-15,25412.095356702805
2018-08-16,26499.402485609055
2018-08-17,26532.507649183273
2018-08-20,26863.628094434738
2018-08-21,27095.054951429367
2018-08-22,26809.27782511711
2018-08-23,26614.53502345085
2018-08-24,26759.874119520187
2018-08-27,27093.453228712082
2018-08-28,26900.55455851555
2018-08-29,26823.399651288986
2018-08-30,26572.496845960617
